username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,,,,,,,,,,
I'm watching the numbers and I'm so bloody scared.. I hope I don't have to pack my bags back to London . #voteforhillary #worriedaf #cant,,,,,,,,,,
PLEASE PLEASE PLEASE #STAYINLINE #VOTEFORHILLARY #STAYINLINE #VOTEFORHILLARY #STAYINLINE #STAYINLINE #STAYINLINE THE WHOLE WORLD NEEDS YOU 2,,,,,,,,,,
#election2016 #voteforhillary #hilaryclinton against Donald Trump trash going down… https://www. instagram.com/p/BMkoW4bAMQE/,,,,,,,,,,
For the international system's sake, vote for #HillaryClinton . #ElectionDay #ElectionNight #voteforhillary,,,,,,,,,
What a cute couple #election2016 #voteforhillary #votefortrump … https://www. instagram.com/p/BMknefuAAMwe i3-8QiNuFmDt8DOa1Fw0zzN7-g0/ …,,,,,,,,,,
#VOTEFORHILLARY https:// twitter.com/miaauzumaki/st atus/796167171349086209 …,,,,,,,,,,
LOL #TwerkForHillary #VoteForHillary #ElectionNight pic.twitter.com/OgjaGLQFvK,,,,,,,,,,
#America WakeUp! #VoteForHillary #HillaryClinton BetterChange BetterSolutions BetterImprovements Experienced Qualified Substance Human #LGBT https:// twitter.com/cnn/status/795 731697849528321 …,,,,,,,,,,
#ABISOINPORTANTE yo así biendo la mendiga tele #TweetElections #EleccionesEEUU2016 #VoteForHillary pic.twitter.com/ZJ0Hwn0NML,,,,,,,,,,
This election has my damn nerves bad I can't take it #voteforhillary … https://www. instagram.com/p/BMknEYNjt5EU z5IveZmDpu6pXGAUfo8VPLfbV00/ …,,,,,,,,,,
Glad my passport is up to date! #voteforhillary,,,,,,,,,,
#california VOTE FOR HILLARY! #voteforhillary Trump is basically Hitler...,,,,,,,,,,
Hilary Clinton at her last Campaign in Philadelphia. #voteforhillary … https://www. instagram.com/p/BMkmTe2D3j7N 6KupDqdPOCKhscoqOECE9ovdeM0/ …,,,,,,,,,,
When u gotta call #oliviapope cuz this is not ok #voteforhillary #scandal #election2016 … https://www. instagram.com/p/BMkmLpBBbnY/,,,,,,,,,,
Come thru Hillary and behead this peasant. #ImWithHer #VoteForHillary http:// vitw.it/link/axEQK,,,,,,,,,,
Si gana #DonaldTrump , me jodí para siempre marico. #VoteForHillary,,,,,,,,,
Oh come on America! #VoteForHillary #VoteHillary #ImWithHer #ElectionNight pic.twitter.com/aQHZ2h9y9S,,,,,,,,,,
After November 8, 2016 the United States will never be the same. #voteforhillary if you vote for trump is a vote for a War World 3.,,,,,,,,,
@forsakenboy1 #VoteForHillary agors ela ganha,,,,,,,,,,
I'm voting for Cady Heron because she pushed her. #electionday #ImWithHer #meangirls #voteforhillary #Vote pic.twitter.com/3GpFKZ3t3E,,,,,,,,,,
Omg I ughhhh #voteforhillary pic.twitter.com/eP6OssYIRP,,,,,,,,,,
We always have a choice. #voteforhillary #superhapxarchitecture @Asia/Singapore https://www. instagram.com/p/BMkkZqaglZI/,,,,,,,,,,
Vote for Hillary Clinton #ElectionNight #USElection2016 #vote2016 #voteforhillary #HillaryClinton #TrumpvsHillary #l4l #followme,,,,,,,,,,
Al Capone Called It!! #voteforhillary,,,,,,,,,,
It's amazing to see BLACK PEOPLE voting for a racist. #vote2016 #voteforhillary DON'T BE STUPID!!!!!!,,,,,,,,,,
#VoteForHillary sorry for all Trump lovers but he is a sexist, racist, and a bully and I won't stand for it!,,,,,,,,
#VOTEFORHILLARY !,,,,,,,,,,
#VOTEFORHILLARY #ImWithHer @HillaryClinton @HFA,,,,,,,,,,
COME ONNNNNN!!! I don't live in America, but I'm scared for y'all if Trump wins!! :/ #voteforhillary #ElectionNight,,,,,,,,,
Yeah Hillary is a liar, but y'all boyfriends be lying to you 24/7 and y'all still fw them. #VoteForHillary #ImWithHer,,,,,,,,,
No matter the outcome my God is still on the throne and He has a plan! #votefortrump #voteforhillary #Vote2016 pic.twitter.com/bqqwxwNm4r,,,,,,,,,,
Espero que Hillary gane las elecciones, porque si gana Trump olvidemonos de ir a EUA.... #VoteForHillary,,,,,,,,,
aqui viendo las encuestas de cnn en español al parecer hillary va ganando, ojala y gane #VoteForHillary,,,,,,,,,
If Hillary win I'm making twerk vidz to the bounce song by Big Freeda #VoteForWhoYaWant #VoteForHillary,,,,,,,,,,
@HillaryClinton #voteforhillary https:// twitter.com/suelovesbts/st atus/796156874995462144 …,,,,,,,,,,
If we could vote, we knew who to vote for! #ElectionNightBern #voteforhillary pic.twitter.com/dMc4DERP7x,,,,,,,,,
This bitch better win #voteforhillary,,,,,,,,,,
#VoteForHillary #VoteForHillary #VoteForHillary #VoteForHillary #VoteForHillary #VoteForHillary #VoteForHillary #VoteForHillary pic.twitter.com/9seZCOT6al,,,,,,,,,,
Politics: the only time I'm a crip #VoteForHillary,,,,,,,,,,
Looking at people vote in Mountain View, CA. #voteforhillary #MenForHillary,,,,,,,,,
#voteforhillary ! pic.twitter.com/mIZMtNaujG,,,,,,,,,,
Essas eleições americanas são muito loucas! Em minutos mudou tudo... #ElectionNight #ImWithHer #voteforhillary,,,,,,,,,,
@WipeHomophobia #makeamericagayagain #voteforhillary,,,,,,,,,,
everyone in there right mind should VOTE FOR HILLARY! She actually know ls what she is talking about! #voteforhillary,,,,,,,,,,
Wanna keep Trump out of the white house? VOTE FOR HILLARY CLINTON! #voteforhillary #VOTEHILLARY #VoteHillaryClinton #president #trumpsucks,,,,,,,,,,
Everyone who is registered to vote, please vote for Hillary Clinton! We can't lose to Trump! #VoteforHillary,,,,,,,,,
Europe votes for Hillary Clinton! #ImWithHer #voteforhillary #electionday #ElectionNight #HillaryClinton #HillaryForPresident,,,,,,,,,,
So important to vote!!! #Vote2016 #voteforhillary pic.twitter.com/vJF5W54oJX,,,,,,,,,,
Florida.... you gotta do it for the culture #voteforwhoyouwant #voteforhillary,,,,,,,,,,
#ElectionNight In How many different ways does #Trump need to tell You..He don't Love you!! Send Trump a Msg! #DumpTrump #VoteForHillary pic.twitter.com/2yIlTrioWk,,,,,,,,,,
COME ON FLORIDA #voteforhillary,,,,,,,,,,
Why #VoteForHillary ? She is committed to increasing women’s leadership in politics and all professions. #StrongerTogether pic.twitter.com/Rk4hBQNTSG,,,,,,,,,,
I have hopes that @HillaryClinton will win these election #voteforhillary #ElectionNight,,,,,,,,,,
#ImWitHer #HillaryClinton #HilaryClintonForPresident #voteforhillary https:// twitter.com/ww1dreport/sta tus/796147235691974656 …,,,,,,,,,,
hope homework was done on candidates #voteforTrump or #voteforhillary USA history either way tho,,,,,,,,,,
Wtf dude #MyVote2016 #voteforhillary,,,,,,,,,,
Sieht gut aus für #Trump ... Was für 1 #Spannung ! #voteforhillary #ElectionNight #USWahl16,,,,,,,,,,
@BethSilverberg @eileen_davidson @ArtistKimberlyB @IMKristenBell orange just isn't a good color for the Whitehouse! #voteforhillary,,,,,,,,,,
#Melania he's not the boss of you lol #VoteForHillary https:// twitter.com/JimOHeir/statu s/796100002405715968 …,,,,,,,,,,
CREO QUE SOY EL ÚNICO MEXICANO PREOCUPADO POR LAS ELECCIONES AMERICANAS REACCIONEN GENTE #VoteForHillary,,,,,,,,,,
Please other states #voteforhillary @HillaryClinton she is our only hope in this election America will be doomed if trump wins#ImWithHer,,,,,,,,,,
1st time voter #vote #voteforhillary #imwithher #hillaryclinton #hillaryforpresident #stoptrump … https://www. instagram.com/p/BMkd_cYgSwI/,,,,,,,,,,
Porque o Trump está ganhando? #voteforhillary please #ElectionNight pic.twitter.com/fUH80qj6P2,,,,,,,,,,
Why #VoteForHillary ? She is a passionate advocate for sensible gun control. #StrongerTogether pic.twitter.com/hO8VNbylVU,,,,,,,,,,
Today I've voted for the first time. #teen #youngadult #votehillary #voteforhillary https://www. instagram.com/p/BMkdq88gYZk/,,,,,,,,,,
#voteforhillary #voteforher,,,,,,,,,,
#VoteForHillary,,,,,,,,,,
America.....stop being american... #voteforhillary #ElectionNight,,,,,,,,,,
Ima Cry My Out #voteforhillary,,,,,,,,,,
USA you have the final decision you're smart, choose the best #voteforhillary,,,,,,,,,
#voteforhillary #strongertogether #electionday #art #contemporaryart #ElectionDay #StrongerTogether #HilaryClinton pic.twitter.com/peypwj4ams,,,,,,,,,,
@Faacucabreraa #VoteForHillary ahre jajajajajjaja,,,,,,,,,,
Loco si sale Trump cagó todo D: #voteforhillary,,,,,,,,,,
#BlackGirlMagic let me see ya strong at polls supporting our #BlackSuffragists legacy #VOTE #VoteforHillary #StrongerTogether #Election2016 pic.twitter.com/jUlUd4e0lY,,,,,,,,,,
Watch GOD work. #VoteForHillary pic.twitter.com/lFCYT9MYal,,,,,,,,,,
@EvaSerra12 #cagamos #voteforhillary,,,,,,,,,,
Yo me voy a la cama y al despertarme ESPERO que en la Casa Blanca haya una mujer!!! #EleccionesEEUU2016 #voteforhillary,,,,,,,,,,
This is hilarious. Looks like old crump aka @realDonaldTrump doesn't trust @MELANIATRUMP peeping to make sure she didn't #voteforhillary pic.twitter.com/TnwMjTaVpK,,,,,,,,,,
#ElectionNight #VoteForHillary,,,,,,,,,,
Get out and vote don't be sitting at home doing nothing get your but up and vote for Hillary Clinton 2016 #VoteForHillary,,,,,,,,,,
#voteforhillary https://www. instagram.com/p/BMkcDpGAakJ/,,,,,,,,,,
Why #VoteForHillary ? She believes #equalrights for #women should be in the #Constitution . #StrongerTogether pic.twitter.com/SEeJef81YH,,,,,,,,,,
I never knew this was going to be important in my life #HillaryClinton #Letgo #voteforhillary pic.twitter.com/6OIYmiOkqk,,,,,,,,,,
#VoteForPedro #voteforhillary ? #votefortrump ? #VotoLatino #Bolivia #USA2016 #EleccionesEEUU2016 pic.twitter.com/GDBk1uy7bF,,,,,,,,,,
There's still time, GO VOTE #voteforhillary #ElectionNight,,,,,,,,,
Difícil acreditar que as eleições nos US estão tão acirradas. Eu tinha uma ideia bem diferente do povo de lá. #VoteForHillary,,,,,,,,,,
#DontStandStill #voteforwhoyouwant #voteforhillary ️ https:// twitter.com/j4ckmull/statu s/796122288810815488 …,,,,,,,,,,
America still is fucked if hillary becomes president but its gonna be even more fucked if trump becomes president #voteforhillary,,,,,,,,,,
#voteforhillary lets go hillary #screwtrump,,,,,,,,,,
"Per #Trump il #cambiamentoclimatico è ""una stronzata creata dai cinesi per danneggiare gli #StatiUniti ."" #voteforhillary #ElectionNight pic.twitter.com/lFj1FhnI4p",,,,,,,,,,
#voteforhillary pic.twitter.com/M5gaNXYSpa,,,,,,,,,,
J'espère me réveiller avec une bonne nouvelle #ImWithHer #VoteForHillary #ElectionNight,,,,,,,,,,
#ElectionNight #voteforhillary #usaelections2016 thanks @BarackObama go @HillaryClinton #StrongerTogether in modalità #waitingfor pic.twitter.com/bK0D5jhPUE,,,,,,,,,,
In Trumps eyes you females are all Slits in Hillary's eyes your the adults and children of the future #voteforhillary,,,,,,,,,,
Voting for Hillary is choosing the lesser of two evils #voteforHillary,,,,,,,,,,
@PatrickWilsonAR @fernandocarnota Va a ganar @HillaryClinton Ella va a ganar #voteforhillary,,,,,,,,,,
Vote wisely America! A vote for #Trump will drive your country into the ground. He's a vile and destructive man #VoteForHillary,,,,,,,,,,
I am now #lightingacandle . Come on people. #voteforhillary https://www. instagram.com/p/BMkaks4g2_d/,,,,,,,,,,
@MTVNews @Jeezy @MTV so important & put so simply! #Election2016 #voteforhillary , not for fascist scum! https:// soundcloud.com/vasleon/chains off …,,,,,,,,,
#electionday #votingday #election2016 #voteforhillary #stressedout #slash #excited https://www. instagram.com/p/BMkaY2xg-Kf/,,,,,,,,,,
We're With Her At Ponty Bistro #imwithher #voteforhillary #dontboovote https://www. instagram.com/p/BMkaSzXAjGx/,,,,,,,,,,
Why #VoteForHillary ? A #HillaryClinton presidency would launch a new drive for women’s constitutional equality. pic.twitter.com/ue8eJTsOBE,,,,,,,,,,
#rAnDoMTuEsDaYs #right #voteforhillary @Ruth's Chris Steakhouse Niagara Falls https://www. instagram.com/p/BMkaP3AhOwW/,,,,,,,,,,
We judge Hillary for some of the mistakes she's made. We judge Trump for WHO HE IS. #voteforhillary #ElectionNight,,,,,,,,,,
If @realDonaldTrump wins the elections tonight he will make America go down and he will be the last US president tbh! #voteforhillary,,,,,,,,,,
Lmaoooo #Untamed Is Really In These #Ny #Streets #VoteForHillary #Election2016 … https://www. instagram.com/p/BMkaAeFDhxq/,,,,,,,,,,
Doomsday #Election2016 #Election2016 #VoteForTrump #VoteForHillary #VoteForStein #VoteForJohnson #VoteForPedro #Vote2016,,,,,,,,,,
Please VOTE!!! #VoteForHillary,,,,,,,,,,
#VoteForHillary pic.twitter.com/YWWHd15wR2,,,,,,,,,,
Voted #imwithher #voteforhillary #girlpower #dumptrump @West Hollywood, California https://www. instagram.com/p/BMkZoR4gQxF/,,,,,,,,,
@BoyGeorge here I go! #voteforhillary pic.twitter.com/zCiQfmUZnw,,,,,,,,,,
#VoteForHillary <3 #ElectionNight pic.twitter.com/AxVtUNuNVw,,,,,,,,,,
Today si a day in which United States makes history, hopefully in a good way #voteforhillary,,,,,,,,,
Si à 1h ça sourit chez Hillary c'est que la personne la plus influente du monde à partir de maintenant est une femme !! #voteforhillary,,,,,,,,,,
We voted and if you didn't already know #imwithher #voteforhillary https://www. instagram.com/p/BMkY49yhsuti Dwva6IEkN1RoNDe9cbNwEuV9Ds0/ …,,,,,,,,,,
never thought i'd be happy that its too early to call something, but i like having to wait for georgia. #vote #voteforhillary,,,,,,,,,
Why #VoteForHillary ? As Senator she voted to add sexual orientation to hate crimes legislation. #StrongerTogether pic.twitter.com/7ZjRBaLIJ9,,,,,,,,,,
#Repost gabrieldiazjr #vote #voteforhillary #hillaryclinton #letsmakeamericagreat https://www. instagram.com/p/BMkYXZiDJHD/,,,,,,,,,,
#voteforhillary ! #ElectionNight #Election2016 #BlackTwitter pic.twitter.com/rrZA0xDNFM,,,,,,,,,,
If you are in line and your poll is closing STAY IN LINE - you will get to VOTE #voteforhillary #DNDboilerroom #BlueWaveRising #Democrats,,,,,,,,,,
When they go low, we go high! #ImWithHer #voteforhillary,,,,,,,,,
If you can dream it, you can do it. #goodnight to all the dreamers. #believe #voteforhillary #tonight #ElectionDay pic.twitter.com/tJAr69xbrx,,,,,,,,,
Vote for others if you won’t vote for yourself! and other friendly reminders https:// tmblr.co/ZL39_g2EQeMdz Don't just vote #voteforhillary .,,,,,,,,,,
Virginia makes history today #VirWINia #IVoted #VoteForHillary pic.twitter.com/tSmDsHEUVJ,,,,,,,,,,
I voted for history. #IVoted for Hillary. #VoteForHillary pic.twitter.com/edtPyWi8B7,,,,,,,,,,
No więc jak to będzie? Mam nadzieję, że jutro nie obudzę się w innym świecie. #VoteForHer #VoteForHillary #amerykawybiera pic.twitter.com/b8UboFpS5u,,,,,,,,,
#ElectionDay #ElectionNight #voteforhillary pic.twitter.com/K4HfoiF9BQ,,,,,,,,,,
"There's a missing piece of me still in the U.S God Bless that nation ""In America we build bridges not walls"" #voteforhillary pic.twitter.com/34qKwgmHm8",,,,,,,,,,
Why #VoteForHillary ? As #SOS , she introduced federal benefits for same-sex spouses of foreign diplomats for the 1st time in history. pic.twitter.com/NIIgNAEr7v,,,,,,,,,
#VoteForHillary #voteforhillary today? #ImWithHer #VoteForHillary #electionday pic.twitter.com/iCAoLy2hUs,,,,,,,,,,
I'm pretty sure Donald Trump doesn't know how to drive a motorcycle... #evenifhehasone #voteforHILLARY #VOTE #imwithher #25days #GilmoreGirls pic.twitter.com/oT5yb9zYcU,,,,,,,,,,
if you know what's good for our country #voteforhillary,,,,,,,,,,
When your the first rt and favourite on @tyleroakley 'a tweet because your such a fangirl cos me 2 #voteforhillary pic.twitter.com/GrC9Z3uwcW,,,,,,,,,,
Waarom ben ik altijd zo actied met mijn kamer snachts #voteforhillary pic.twitter.com/Jrv5GvTFIx,,,,,,,,,,
#voteforhillary #ImWithHer,,,,,,,,,,
#voteforhillary,,,,,,,,,,
#ImWithHer #VoteForHillary #electionday #HillaryClinton #HillaryClintonForPresident #HillaryForPrison2016 She has to win this election. pic.twitter.com/BCXjWQ0ZDT,,,,,,,,,,
This mainly affects America's future but also the whole world. Don't let an idiot be president, #voteforhillary #ImWithHer #ElectionNight,,,,,,,,,
I #voteforhillary hopefully you exercised your vote. May the best candidate win! Celebrating… https://www. instagram.com/p/BMkWAwGhTOI/,,,,,,,,,,
...vote for burr! .. I mean her! Vote for her! #ElectionDay #Elections2016 #voteforhillary #hamilton,,,,,,,,,,
I'm not from America but PLEASE #VOTEFORHILLARY #ElectionNight,,,,,,,,,,
Back in America just in time to #voteforhillary #imwithher https://www. instagram.com/p/BMkVsdfDjH0/,,,,,,,,,,
some kind of insanity, everyone tweeting about things besides the election. what is going on in your brains? #vote #voteforhillary,,,,,,,,,
#voteforhillary #Dontvotetrump #USElection2016,,,,,,,,,,
Report it ASAP & don't b bullied!!!! #VoteForHillary https:// twitter.com/woodhouseb/sta tus/796037761748836353 …,,,,,,,,,,
If trump becomes president the world have to deal with a big big L #ElectionDay #voteforhillary,,,,,,,,,,
yaaaassss!!! Slay Hillary!!! #hillaryslay #hillaryclinton #voteforhillary http:// bit.ly/2fefPT7 pic.twitter.com/FH0o438x8h,,,,,,,,,,
Time for Virginians to stand strong. If you are in line when the polls close, you have the right to vote. #VirWINia #VoteForHillary pic.twitter.com/4T5AY8fpGX,,,,,,,,,
Why #VoteForHillary ? In 2011, she declared ‘gay rights are human rights’ & made history by including transgender rights. pic.twitter.com/XiUlWEqKO9,,,,,,,,,
If trump gets elected I'm killing myself. #savekirk #voteforhillary,,,,,,,,,,
'My heart is beating so fast with the fear that I will wake up and #Trump will be president mama' my 9 yr old daughter #voteforhillary,,,,,,,,,,
ew, i dont even live in america #voteforhillary https:// twitter.com/realdonaldtrum p/status/796126077647196160 …,,,,,,,,,
#voteforhillary for this reason, and the fact that donald is homophobic, racist and sexist. https:// twitter.com/colbylmao/stat us/796025621767929856 …,,,,,,,,
My class looked at both candidate's twitter feed. 2 very different candidates. 2 very different types of America. #voteforhillary #imwithher https:// twitter.com/hillaryclinton /status/795974327611129856 …,,,,,,,,,,
#GrabHimByTheBallot #voteforhillary #pantsuitnation #votebluedowntheballot Let's… https://www. instagram.com/p/BMkU0kDAErX/,,,,,,,,,,
I voted. So should you. #voteforhillary pic.twitter.com/OmgHVxoT3l,,,,,,,,,,
#vote #voteforhillary #imwithher #history #HERstory #election2016 #lovetrumpshate #strongertogether #KamalaKhan #MsMarvel #MarvelComics pic.twitter.com/80KlCEqina,,,,,,,,,,
pam fysa Americanwyr isio pleidleisio am rywun sy'n hiliol a rhywiaethol fel arlywydd? #VoteForHillary #ElectionDay,,,,,,,,,,
